review,rating
This is a very Reasonable Head phone with a great battery and with a pretty sound that make you happy proud or your purchase.Thank you BoAt for this amazing headphoneREAD MORE,5
Nice headset good bass battery backup is great. But seems to have problems with mic. But does a pretty good job. Noice cancellation is great.READ MORE,4
"Best headphones under 2000. Good bass ,good sound quality, but not good battery backup.but overall the best headphone is boat rockerz 400 one more problem is that low Bluetooth connectivity .READ MORE",5
I give reviw after 7 month using  this is awesome  working Nd good condition yet ....  Best use for gaming movies song high &  loud quality Betty backup is good  i feel more than 8 hour it's work  but I can give 4 star cause u  feel disappoint while callingREAD MORE,5
"Sound quality is really good and comes with adequate bass. I think the build quality would have much better but still it's quite better than other brands providing in this budget,Battery backup is also literally very well. Should go for it if you want to have a great sound quality in budget.READ MORE",4
clear HD audio without any distractions...         excellent sound....                                                            bass was awesome theatre like experience...          highly recommended product...                                  bought it for just 999/-  best in range...READ MORE,5
"Thank you Flipkart for Fast delivery and sound , Quality Mind blowing . Bole to pesa Vasul Product . Thank you so much again Flipkart  😍🙏🙏🙏❤READ MORE",5
"Nice product.....good sound , bass. Solid build. Best headphones under 1500. -2 stars for comfort and battery .. delivery was also pretty late 6-7 daysREAD MORE",3
wahooo best product boat headphones best sound quality but delivery so late now but product best best flipkart parcel service is best for me thanku flipkart happy shoppingREAD MORE,4
sound quality is average although bass is Good 🙄 ear cushion are lil bit smaller and it is tight for ears for long useage.. bt battery backup is good enough to listen songs on an average use... although noise canceling works.. good 😊 overall its a good product go for it coz its giving its best in this price range... 😋READ MORE,5
it's very amazing product bass quality is excellent 👌👌👌battery even better 👍👍👍👍👍it's look very amazing 👌👌it's come with couple of cable wich include charging cable and another to use as wired headphones 👌👌👌I wrote this after one day use Again this is very amazing product 👌👌👌👌👌🤝🤝🤝READ MORE,5
Its a excellent product under this price range.Its a featured packed headphones with great bass and treble is quit decent too. pros..Excellent bassClear trebleseasy battery backupled indicatorcon..Not recommended for longer use cause it becomes uncomfortable (personal experience) maybe not for others.READ MORE,4
Better than other competitors in this price segment....its way better than jbl t500bt which is price d at 3k....its competitor in terms are sound quality is sony wh ch 500 which is available at 3k in big billions ..go for it...my advise to those are thinking to buy one good pair of headphones is go to chroma or reliance digital and check the sound quality of various ranges of headphones and then buy one according to your budget.READ MORE,5
This is One of the best headphone coz features and quality is superb design is also cool. super extra bass and wireless function are also given. Music playback time is 8Hrs which I like the most. Guys go for it don't thinkREAD MORE,5
Pros:1) Sound quality is well balanced for Indian music.2)Every instrument as well as vocals can be heard clearly.3) Battery life is awesome easily lasts 8-9 hrs in a 3 hrs charge.4) Connectivity is decent goes up to 7-8 mtrs without any issue.5) Headphones are quite sturdy (my headphones gave fallen couple of times from a considerable distance but nothing happened)Cons:1) Ear cups are not that soft (gud for 1.5-2.5 hrs of use) after that it starts bothering your ear.2) Size & fit co...READ MORE,4
best headphones in this price segment.. the best about this is that you can get this at 999 and get the sound quality of 3000 or 4000 headphones.. in love with boat Rockerz 400..READ MORE,5
battery backup is good design is also good sound clarity is best and bass is awesome.  this earphone has a snug fit means it will fit accordingly to your head size and bluetooth pairing is also fast. So overall its good. A must buy .READ MORE,5
the headphones are very much good and also come fast from Flipkart but the packaging of the headphones was not good enough the box was torn at some places but the delivery boy says it is torn because of travelling so I detected one star whether the headphones are very goodREAD MORE,4
"nice one..battry back up is great, can b played upto 6hr if it is charged fullybass too is great..but the headphone design n build quality is not much guddoesnt look so beautiful n attracting, any way sound, bass, battry backup is much great , well n satisfiaction.GO FOR ITREAD MORE",5
brilliant product. super bass. very nice calling experience on this product. battery drain is good. good work by boAt.READ MORE,5
amazing prize and the product is outstanding I just love and love it I just recommend this headset to all just mind blowing product..READ MORE,5
Awesome product sound is loud super light weight and folds almost inside!!. But one thing to note you can't change the volume in wired mode only in wireless mode you can change volume. Otherwise amazing product! I got it 999 in sale which the best price for this headphone!!READ MORE,4
"I gave it four stars because there's humming sound when you are playing tracks (not when you've paused the music). Only hardcore music lovers will be able to detect it. I thought my product has this but after searching I saw very few people have mentioned it. Don't get me wrong, the sound quality is not at all bad and the humming sound is also not so loud. It will be okay for most of you. Battery backup is good. Connectivity range is average like most bl headset. I think green color gives a u...READ MORE",4
"Everything is betrer and sound quality is awesome, battery backup good not excellent and design lovely looks. I LOVE THIS so again thank you for Flipkart and thank u boAt.READ MORE",5
"Awesome sound quality in the beginning I was like 8 hrs of battery backup will not be sufficient for a music lover like me , then after purchasing & starting using it I came to know that I don't listen to music for more than 3 hrs a day so I can use it for almost 3 days in a single charge so I am over all happy with this headphone for everything a recommended product by me .READ MORE",5
nice headphones of boat super sound quality was very nice 999/- very nice product mfd. by boatREAD MORE,5
these are the best headphones...thanks to Flipkart for selling at 999....if u get it at this price then this is the best earphones in these price category...pros1.good bass2.nice sound quality3. battery backup of 8hrs pluscons1. takes 2 hrs to charge fully2.felt call flickering sometimes3.built could have been improved to hide the connecting wire between earpiecesoverall I have used JBL t450t and Sony headphones...and this one is good in terms of sound quality at the price of 999.....READ MORE,5
Sound is awesome and you will truly love its battery backup but boat should had worked well on its comfort as these make your ear paining in 30-40 min. but if you can tolerate little bit pain then go for it. I purchased it for 999 during sale.READ MORE,4
"great product at great prices.ordered after a lot of search in YouTube. so at last ordered it.using it for more than u days. now i m writing review of it.review -  this is the best wireless on ear headphones with great brand value. i didn't find any cons. sound quality , bass , everything is great. very compact.battery pack up is awesome. (on standby usage using it for more than 7 days)looks great , stylish. no pains on my ear.   must buy.thank you.READ MORE",5
Good Wish master is very polite with helping natureREAD MORE,5
Average product. Good enough for the price range.Pros : 1. Excellent bass 2. Excellent range3. Excellent battery backup4. Excellent ear cushions.5. Decent build quality.6. Very good volume.Cons : 1. The mic is USELESS. It is placed in a bad position which cannot catch voice from mouth. Picks up unwanted surrounding noise. Makes it pathetic for the person you are talking to understand anything you are saying.2. A click sounds happens when playing on bluetooth especially if the volu...READ MORE,3
Good product but quality of music is not good and bass well totally best product to best product and battery backup too good and I got to 1000 rupees only in offer but out side of head phone packet very dustedREAD MORE,4
"I'm writing this review after almost a year of purchase of this headphone. 1. Excellent budget headphone. However, there is no 'extra bass' as advertised but the sound quality for a low price of ₹999 (I bought the headphone on BBD sales) is really good. 2. Wireless connectivity is also good along with good battery backup of the headphone.3. The grip of the headphone on the head is really good, even if you do sudden head movements or enjoy the music by rhythmicly bobbing your head, the head...READ MORE",5
"I received it after 3 days, I open the box and put it on my head ... you know what happened next...!!!Out of my surprise, Sound quality was so good, Sound quality feels like you watching movie in theatre. I wasn't knowing this headphone can perform this much better, I am very glad to get this. Really, this headphone proves tagline of boat, ""Plug into Nirvana""Thank you boAt & Flipkart.😍👏😎READ MORE",5
"Bought this during BIG BILLION SALE for Rs.999 and Headphones are working so far so good.1. BASS is not that much as mentioned and advertised,but considering the price is good. You will feel the vibrant bass in some bass boosted songs but there will no amplifiable system of bass in every song.2. Comfort is good, some users who are new to on ear headphones will feel pain after usage but thats normal as bass only come true when headphones are stick to ears tightly. Thats why these headphones ...READ MORE",5
Here s my reviewPros1. material is good2. nice sound3. design & color is good4. battery back up is also good5. For Bass - Its good only on Bass boosted songs on YoutubeCons1. Very very tight to ears. you have to take off after every 10 min 2. Bass should be more3. little High priceREAD MORE,3
Everything thing good and while connected with Bluetooth if make an voice call hearing is perfect but voice makes very low and not audible to opposite caller I think mic is not working wellREAD MORE,4
"OK now I will give you a detailed review of Boat Rockers  400. I am reviewing after 3months PROS :* Light weight. It is similar to carrying a 100 pages notebook* Sound Quality at the best level especially Bass is simply superb.*Noise cancelation is at the top.. I travel by local train often.. I sat near the Window seat and used this headphones one day, I was totally amazed at its noise cancelation. I am unable to hear a little bit of sound of the Running Train.*Dual working mode. Th...READ MORE",5
the sound quality is superb all the bass lovers will like it ...given the price tag one can't ask for anything better than this only reason I'm giving one star less is that while using it on Bluetooth mode the microphone doesn't work at all so there is a mild disappointment.READ MORE,4
bass is not so good like digital so I return it but very impressive with flipkart s refund only in 2 hours my money will deposited in my bank account this policy is very impressive by flipkartREAD MORE,1
"overall good headphone with great build quality, but at starting little bit uncomfortable on ears but once you are comfortable with it, it's a nice headphone to go on withREAD MORE",4
"awesome product...awesome bass .. recommended to everyone to buy. It's bass is very good ,battery backup is awesome and finally the sound is very clearREAD MORE",5
Headphone Too much tight on ear.Boat think our ear made by real rocks.but no.Human used they headphone.sound quality good but comfort are okok.battery also okok.But in this price 899.This was a good deal.so i booght it.READ MORE,5
"At this price range the product is 👏✊👍. sound🔊 quality is very good😎 and crystal 🔮 clear, bass is also deep,, Products is very durable. battery🔋 life also very good👍. Shipment hd taken some time🕒 Approximately 9 days.. but after getting this cool product my mind is settled down. Thank 🙏💕u Boat for this creation and thank 🙏💕u Flipkart for ur good service 👳.READ MORE",5
"I will review this product by followingSOUND QUALITYit have a good sound quality but a great bass. Even at maximum volume headphone starts vibrating and your ears vibrates too. But as due to good bass effect, those other sweet tones are supressed. So if you are fan of sweet and clear music this product is 'little' disapointed for you but if you ar fan of rock, jazz ang high bass and all other music, it is great for you.NOISE CANCELLATIONWell noise cancelation is good. But for listner only...READ MORE",5
Amazing sound Super bassBattery life excellent Aux cables great quality Excellent treble and base Everything is good except for design. Ears are paining if used for more than 1 hour continuously. Otherwise a great buy for me as I got in offer for 799READ MORE,4
"only issue is Bluetooth range its support upto 15 fit for calling, 20 fit for song after that you get voice breakmic is not good for calling.Use for only music n enjoy nice sounds quality and base.READ MORE",3
"I rate this product according to the price i got it at the Price of only 999 so at the price of 999 this is ths best available Bluetooth headphone in tha market.I have been using it for more than 3 months now. Still the battery backup is like 7 to 8 hours in full volume. The audio quality is just awesome in its price range. Descent low and mids, perfectly equalised highs and yes it perfectly fits too. No uncomfortableness.READ MORE",5
"Awesome product guys you should go for it and believe that the bass is awesome, fab, mind blowing and what not. I would also like to thank flipkart for awesome deliveryREAD MORE",5
"the all over performance is good 1-sound quality 2-battery backup3-charging time 4-quality of material all good except it is little tight on ears due to which,cannot wear more than 5 min,,due to this i sold it...so its on you every one have different size of head,,,but except this problem all goodREAD MORE",3
"Awesome product guys you should go for it and believe that the bass is awesome, fab, mind blowing and what not. I would also like to thank flipkart for awesome deliveryREAD MORE",5
"the all over performance is good 1-sound quality 2-battery backup3-charging time 4-quality of material all good except it is little tight on ears due to which,cannot wear more than 5 min,,due to this i sold it...so its on you every one have different size of head,,,but except this problem all goodREAD MORE",3
"Delivered in a day as promised by flipkart.. Big ups to the service for that.. Coming to the product.. I am a music producer and have used audio gear from companies like jbl, skullcandy, sennheiser etc.. Nothing matches BoAT.. The balance between treble and bass in these headphones is perfect.. Lasts over 8hrs in a charge of 2hrs..strong and durable.. The one downside which I could find was comfort.. Aftr wearing it for around an hour or so, the ears start to pain.. Altho taking a break of 10...READ MORE",5
Amazing Product Guys! Just enjoying it. Its been 4 months since i brought and still the sound quality remains superb. Great customer support which delivers door step services.READ MORE,5
"I just loved this headphone.. awesome base, awesome sound quality,I had buy this headphone in October 2017 and after using 4 months, I am reviewing about this,999 was my price when I ordered This itom, so i pretty satisfied till now and giving 5 star.READ MORE",5
For what I paid.. Completely satisfied.. And the battery backup is on  a whole another level... Great headphones.. Great battery backup.. Oh and the bass is superb.. And love the aux cable..READ MORE,4
One of the best product ever I used and I really want to say it is must buy and enjoy by everyone. the beautiful product and I have ever used all the headphones which are not compared to this product one thing I just want to say I loved it.READ MORE,5
"The bass is amazing and you feel like listening to it for long time but it is painful as ur ears start to feel that. It can be used for 15 to 20min. Afterwards ur ears feel the pain. Anyways it is awesome product, very clear voice, phone calls are also clear.READ MORE",4
"This is my first review on Flipkart as this is my first purchase from them. Now about Boat Rockerz 400 wireless headphones, if you want a decent, 3D surrounding, home theater feeling, excellent clear, crisp beats around you when you are in mood to listen some good music just don't think twice and obviously pick this product before the stock ends. I am so glad to have this product within this price range. Issues about this product are minor and to be settled within few days of usage. I am also...READ MORE",5
"Best headphones I have ever used! Very lightweight, nice build quality and superb bass! It can be very loud at times which is the best part about it and the noise cancelling feature is an icing over the cake! I love the product all very much!READ MORE",5
Such a nice product with super sound quality battry backup is awesome working 6 hr after one time charge Bluetooth connectivity range is not so good but overall nice product.. Call not works properly..READ MORE,4
Very good base with clear audio. Looking attractive and stylish. Very good product in this price range. Battery life is also excellent. Mic is not that great for conversation.READ MORE,5
"Great headphones. Nice sound quality and bass, very convenient to carry and perfect snuggle fit around the ears.got them at a great bargain for 700 during flipkart sale.READ MORE",5
"Excellent product with high quality sound with clarity, crisp and high bass.Perfect in this range and that too wireless.Better than jbl, moto, etc...Fits well n superb n soft cushion.READ MORE",5
"Awesome!! I got it @999 @flipkar#big 10 sale it has good bass and sound quality is better than skull Candy and jbl of that price range,and it's Bluetooth connection is awesome upto 10m range without obstacles, good battery backup of upto 8hrs..READ MORE",5
"I got this headphones for 1400 and for that price range these headphones sound pretty awesome , based on sound you won't be able to differentiate them from the higher end headphones, the best part about them is the base the produce it's amazing.READ MORE",5
"The all around sound and build quality is good except the bluetooth connectivity,the connection is very poor.It takes so much time to connectand you can take the headphone in different room,leaving your device behind because the bluetooth connectivity is going to be lost,but in a room the connectivity works properly .READ MORE",1
"initially was thinking to return. flipkart approved but i felt to keep it...anyway...pros:1. sounds good with bit more bass but vocals are clear ( always depends on music or video file and which media player.ex: flac  audio file in Poweramp player,  HD video in Dolby atoms)2. battery last for 5 hrs3. charge is full in 2 hrscons:1. feels tight but you can get used it2. micthat's for now after 3 months..,if anything happens will postREAD MORE",5
Nice head phones. Red n black combination looks good. Sound quality is very nice ( impressive bass). Not so good for calling purposes (Poor mic; person on the opposite side cannot hear voice properly). Good battery backup but headphones are very tight on ear; difficult to use it for longer time.READ MORE,4
"Very very very nice product. High bass quality headphone. No ear damage. no heating problem after long use. Once we charged for about 1 hr. It gives long backup i.e. near about 5-6 hrs.Please Avoid over charging for good battery backup. Nice and good product.If people want to enjoy music word, choose this one.very best product.READ MORE",5
Pros:    Good Sound Quality(not too much better than a local simple earphone)    Nice connectivity(utna bhi nahi)Cons:    My ear pains after using it  for around 30 min.(needed more soft material for the speaker's soft parts )READ MORE,1
Good product good conectivity good sound and good battery backup i have been using for three days my only problem is reagarding its fit it is very painful to wear it for more than fifteen minutes . I think every should rather go for in the ear or over the ear headphone trust me on the headphones are not at all comfortableREAD MORE,3
"Thanks flipkart for the good packaging and safe delivery! The headphone is awesome! I'll not say about the specs as it mentioned! Everything is fantastic,  except comfort! Those who listens for 3 or 4 hours, it is very nice!   Overall it's a very nice choice for the listeners,  not for professionals, also what can u expect in this price range? ,  this is awesome in this price! Go for it,  I'm sure you'll love this!READ MORE",5
the product is good but  vocal clarity is not good ....... but this this price range is goodREAD MORE,1
"First of I would like to appreciate the delivery time, just within a day I got this product delivered. Result of the product is good as expected. Though I found the same product available at a lower price on few other websites I preferred flipkart as I trust flipkart won't deliver duplicate or refurbished products. Thank you flipkart.READ MORE",4
Amazing Sound with Excellent charging pickup. Good model 👍.... Thank you Flipkart 🙏READ MORE,5
I received a quick delivery from flipkart. The headphones are light weight and foldable which makes it easy to carry. Sound quality is decent. Bluetooth connectivity is very good. The only negetive aspect of this device is the call quality. It's terrible. You can hear the other person but the microphone on this device is so poor that you won't be audible on the other end. It definitely doesn't support handsfree calling. I tried using the cable to call but again it didn't improve much. This is...READ MORE,3
I love this product very muchI like the bassand beat too... I love it.. Thnx boat and FlipkartREAD MORE,5
The Best Boom Headset ever at this price range with Great Sound Quality 🔥 The Dual mode wired and wireless us awesomeREAD MORE,5
"Excellent Bass, Great Sound, Easy Connectivity, Solid Design but Little Bit Uncomfortable Got Both Good Quality Long AUX & Charging Cabke. I got it for 999 must buy at that Price Also Boat Has a Great Service.READ MORE",5
it's been 2 months i bought this .honest review*material quality is pretty good *but its mic is not good to talk in phone*one can easily hear what song u r playing if anyone nearby youREAD MORE,4
"honestly, this product is great. good sound quality, light and durable body, and reasonable price. the battery back up is good and it's features are great. it is quit tight and painfull for ears if you use it for long hours. but after some days you will get used it. from my opinion, it is best product anyone can get at this price and with excellent quality. give it A try thank you boAt 👍👍READ MORE",5
I am saying this after using this product for 4-5 days. it's a bit tight like you can't(infact we should not) use it for more than 30 min. it fits good. design awesome 👌. sound quality is just fabulous and bass is also good. I will strongly recommend this product if you like to listen music on the goREAD MORE,5
Getting a better output on aux cable than the Bluetooth mode on my honor 9 lite but when I am using redmi note 7 the output on Bluetooth is better than auxREAD MORE,4
"The packing of this boAT headset is awesome and the quality is like ""beast"".Flipkart is making a good progress in packing and quality checking.Bass is fabulous,and it is comfortable after using it.Thank you for delivering this boAT headset in a super speed,this headset was ordered in 16/10/2019 and came to my hand on 18/10/2019,Keep it up Flipkart for faster deliveryREAD MORE",5
superb bass in this price range very suitable for my laptop very nice pubg voice also so clearREAD MORE,5
"headphones are awesome , but you may feel some inconvenience because the headphones are too tight . it may be some uncomfortable to you upto some days but coming to the sound quality it's good and bass awesome . when u are listening using wire it's bass is high compared to the bluetooth. it won't slip from your head even u are running.Finally it's a good product and I will give 4.5/5 rating to it.READ MORE",5
the sound quality and the bass is amazing... the headphines are clear on the highs and mids. just have and amazing and impressive premium look with the Matt black finish and a thin red lining. these are amazing things of the headphones they are value for moneyREAD MORE,5
after 1 day experience good headphone with awesome quality of sound the biggest thing is you can also connect this by wire this is the best feature but not satisfied with base as 5 star so i am giving 4 starREAD MORE,4
thank you so much Flipkart excellent product budget is ok thank you so much Flipkart team1200 and super bass and sound quality excellent tqREAD MORE,5
PROS:1. Battery last long all day.2. Bass is too good at this price.3. you can attach cable if battery is dead.4. Connect so fast with Bluetooth.CONS:1. If you wear this minimum 20 minutes your ears 👂 will  hurt.2. Sometimes it gives connection problems.3. Sometimes you will hear little BEEP sound while connected with Bluetooth.4. Audio quality is not good it's only for bass lovers you literally can't hear any vocals sometimes.READ MORE,3
"Battery Backup Is ""Ashvatthama"" Which Just Denies To Die , Straightaway 8 Hours Of Travel Couldn't End The Charge , And It Works Pretty Well !Controls Are Great , Easy And Responsive !!😊👍👍A True Wireless Freedom !!!100% Satisfied !👍READ MORE",5
Battery backup is awesome! It's design is very good. It works well with in the distance of 6feets. you can connect with it very easily. Easy to use as well!READ MORE,5
sound quality is very awesome & bass is unbelievable as compare to other. It also very pretty in looking. Only giving 4 star because of it excessive bass and little uncomfortable design. continue using it 2 hours it become little uncomfortable .  its noise cancellation  is quiet good in this price segment .  All - over who  is keen lover of listening song it is the better choise .READ MORE,4
worth for money. but this headphones is only for people having metal ears. paining after a long use . the cushion 1.soft arramgements should me more soft .2.Bluetooth range is not expected as much .3.not suitable for Bluetooth Calling.4.a small dot sound is audible when we use it low volume 5.whenever notification come to my phone dot sound is been produced . 6.better for using in aux cable.READ MORE,4
"These are the best ones out there.One of the cool features is that it has a cable connection as an option. Handy when device runs out of battery.The voice guidance is another cool it's your in this.Guys blindly go for this, I got everything you need and it's worth every penny you have paid for.The sound is also the best in the class. You will be spending hours and I am sure that you won't be finding a better 1 in this price range.READ MORE",5
"Nice one. I am writing this review after a use of 4 months. I didn't get any problem till date with this headphone. I will definitely recommend everyone to buy this.  I had bought this at a very cheaper price of 1249 only thorough the flipkart itself.Nice sound, nice bass, nice Bluetooth range if kept in line to line with the headphone, nice look and Nice battery backup. You can definitely use it contineusly for at least 4 hours. The best part is that you are getting an aux cable support too...READ MORE",5
"Satisfied with these headphones. @QualityTo tell actually this headphones are base centric, mids and highs lack a bit. If you regularly listen to silent Bollywood songs this should not be your choice but EDM lover can surely purchase best for that.@Comfort The foam of the earpiece are soft but if you have ears a bit larger then this may hurt you. You can not wear thse for more than 1 hr Rest no issue range pretty good.Till 16 feet is seem less experience , after than a bit loss of soun...READ MORE",5
The product is too good bass and sound clarity is superb ..that too with call answering option in wireless..The best one I got from Boat ...was looking for a wirless headset for a long time..but prize was  a bit higher all the time...so I waited for the offer period ..luckily I got it that too for a best buy at 1199 now its almost 3k..this is mi second purchase from boat ..keeps the quality maintain all the time..I am very satisfied with my purchase...recommended to everyone looking for both ...READ MORE,5
"fabolous product i got. after watching so many reviews on youtube about this product i finally purchased it at 1200 inrand what i got, a superlight weight accessory which delievers crisp clear sound with perfect bass balance, and also the wireless conectivity and aux cable fullfill my all conditions, batteru backup was same as mentioned on box ie 8 hours.  go blindly instead of buying jbl or moto pulse/pulse max under 1500..READ MORE",5
"Great Headset. It has a fantastic bass, the wireless capability is good and the battery backup is simply superb. But if you are using it call please avoid it because the inbuilt mic is bad. And as you all expect it is not at all comfortable and it will definitely make your ears in pain but you get so much at this price this problrm might not be serious. Overall its a great Headphone.READ MORE",4
Awesome bass... Awesome sound... Very comfortable to my ears... But there was a problem... The Bluetooth connection weakens frequently and you will get a jump through the lyrics for a sec while listening to songs... This you can avoid... But I got irritated when it occured a couple number of times... And ohh the battery lasts for long enough... I have returned the product... Might be a manufacturing defect... And ordered boats wireless 600 ... Let's see how this one goes...READ MORE,4
Hi guys I recently brought these headphone and have been using it for a while now. The headphones are just decent for the price range. I got it for under 1000 bucks. The optimal sound can be achieved through equilizer only. Pairing it is fairly easy. Battery is also decent. The ear puffs are not too comfortable. A little bigger and softer puffs would have been great. The build quality is also fairly decent. The only issue I faced was with the microphone. Others were not able to hear me proper...READ MORE,3
This is what I wanted. I got it @INR 999. I am seriously loving this product. boAt team you have done exceptionally well. The thump it provides in Stellio along with the bass is the one to listen for. I highly recommend this product. Kudos team boAt!repeated review:deducted 2 stars for the pain it causes on my ear. A type of headache on listening for only 15 mins.Guys you need to work on the structure and comfort of the  headphones.Hope I didn't get rude!READ MORE,3
Just awesome. I will highly recommend this one. I have used JBL and SONY but this one is far better than those. You can't find a better wireless headphone with in 5K. Bass and sound clarity is just awesome. You will be amazed if u play with wire.READ MORE,5
according to its price it is a good product sound quality is really amazing sound depends on your cell phone sound as i use it with gionee so it gives very good soungd with deep bassbut the range of bluetooth is bad it just work in less than 2 meter of distanceREAD MORE,4
"Very light, fits perfectly tight on my head, very good bass. And I am not an audiophile. Again 2 thumbs up for 3rd day delivery form the purchase day. Sound is superb, great bass coz I own k3 note.Bluetooth works good and battery backup also good easily u play movies or music UpTo 6 hours and takes 2 hour to charge.Thank you Flipkart.READ MORE",5
This headphones has awesome bass and and crystal clear music with a battery backup of 8 hours.  I say and confirm that these are the best headphones from 1000-2000. And these headphones are for bass beats that you also a small sound very clearly .  The envent headphones are for only acoustics that you can hear the music very deep. THESE HEADPHONES ARE BEST FOR RAP  SONG LISTENERS.READ MORE,5
"I have purchased these headphones at around 1080 Rs .on the freedom sale of flipkart. Thanks for the super fast delivery as always. These are the Bluetooth headset  with great sound,Bass is not that great ,but its ok ,and more importantly the Battery life is awesome. For Bluetooth headset battery life was always concern but this is perfect.in terms of battery.And also one good thing is that u can receive call as well. also u will get aux cable in case u want to use with ur mobile through 3.5 ...READ MORE",5
Item sound not so good and refund option is not available . Plz don't go for this item. Totly wastage of timeREAD MORE,1
These headphones are absolute garbage. I have been using them for about a month now and already one side has stopped working . so disappointed.READ MORE,2
"Very nice Headphones in 1499/-.All the things such as bass,battery etc. are very good and in very nice condition when it came.READ MORE",5
Disappointed by the sound quality but delivers good bass.. battery backup is good to be honest..Also has good comfortable cushions for ears..if you are interested in sound quality better look for JBL or Sony..READ MORE,3
"sound clarity good, Bass super and extrdinary build quality nice super product. I like itREAD MORE",4
Excellent product with good sound and price.Good quality and nice product.It is very light wate.I like this headset.It is very work full. And it works both jack and bluetooth. It is talking headphone with powerful speaker.READ MORE,5
I am writing this review after using one week.i can happily say that this headphone is awesome.sound is pretty good.Bass and design is also good.And most important thing is it perfectly tight in ears.This is much worthy product at this price range.I got it only 1050 in sale.But price is enough to buy this product.Believe me go for it you will never regret at this range.😍READ MORE,5
"The looks and design is simply awesome of this headphone. The day I received this item, I was so glad but after using it, I feel that the sound is flickering and hanging and this increased to the great extent.And the range of the connection is not decent at all, it got either disconnected or hanging at 4-5 meter range in a room.Unfortunately, you can't return this product to get refund. If you want you can replace this.One thing, if I had a opportunity to take decision, I will go with M...READ MORE",3
"One of the best headset at this price range , the thing that I like about this is it's capability of wired connection if your battery isn't charged you can use with the cable provided and I believe that the sound quality is better in wired connection as compared to the Bluetooth, i would definitely recommend you to buy this , one of the best at this range.READ MORE",4
Nice design it is very good product sounding is nice it wire and wireless they will aux. but it will not connect to dell laptopREAD MORE,4
"Almost a nice and very good product..with nice audio clearance, sound quality, bass and powerful battery backup..READ MORE",4
Nice design it is very good product sounding is nice it wire and wireless they will aux. but it will not connect to dell laptopREAD MORE,4
"Almost a nice and very good product..with nice audio clearance, sound quality, bass and powerful battery backup..READ MORE",4
When u like on ear headset then u will buy boat rockers 400 this is the best headset I love it ♥️READ MORE,4
First of all its a china product....and buttons are very delicate and if I connect to my smart tv voice is not clear and  sometimes I can't hear from 1 side.....But also it has excellent bass in the begining....and I think it's not original boat headphones.....READ MORE,5
Nice and satisfying product. Sound quality time s superb and support bass till you can listen.READ MORE,5
"Awesome quality headset. Noise cancelation. Bass is too good. Best for listening music. Build quality is good little big for me but too good. I got it 964 only . I write this review after 2 weeks, so for me it is value for money.READ MORE",5
Very nice products battery backup is very nice and sound awesome or bass superbREAD MORE,5
I got this for my son's online schooling. He's finding it helpful so far.Pro's:Looks are goodSound quality is goodFits well & Doesn't heatCon's:Speaker/Mic is not very clear at times; Voice is breakingContinuous usage causes ear pain / discomfort (take breaks) The volume control buttons doesn't work wellREAD MORE,4
"So fast so good. Pros: Good sound quality, good bass,  good battery life.. Cons: microphone is not as good as  in our wired ones, may be because of its position. Sometimes our voice is not audible at receiving end. Otherwise excellent product, worth for the money.READ MORE",4
Product is too good but delivery  is not nice my best suggestion  is not to order on flipkart  its takes more time to deliver the product and my box is open when I receive  it.READ MORE,5
"My experience with this headphone is not too good at all.1. Speaker quality is good and so on base, but after bluetooth connect, when I pause and play music, it had been creating distorted beep sounds and then play the music.2. Microphone quality of the headset that I got is too too bad. Other person cannot hear me properly during the phone call and they hear me as if I'm in a distorted sound place. Overall mic quality is very bad.3. Design is great, it feels classy on head.READ MORE",4
"Purchasing the product was a good deal for me. Excellent audio, thumping bass, great battery.Amazing product... Would suggest everyone buy this awesome headphone.READ MORE",5
"I bought it before one and half years but it's still working good and no problem in that.nice product from boat.bass is good,but the plastic quality should improve,recently it was broked but there was no problem in the speakers awesome product but must improve the plastic quality.packing is good thank you flipkartREAD MORE",5
The product is really a good product in this price range. I used it for last one week and i think it gives more than 8 hours battery backup. Its base is very good but overall sound is good. And if i talk about the design the look is excellent and the white & green combination product's look is really premium. One another good thing is it is foldable which makes you easy to carry. Overall the product is really a very good product in this price range.READ MORE,5
"After using for 4 days I found it nice product to buy. Good sound, good bluetooth range, usb cable also given... Overall a good product to buy in average price rangeREAD MORE",5
Kk... First thing... Very good quality... Have been using it for abt a week... No issues so far and the sound quality is awesome more like I'm in theatres... Also the battery backup is good.. I have been using it for 12 to 13 hrs straight with no connectivity issues... But the only problem is that it is fits too tight and it hurts my hears due to prolong usage.... If possible I will give this a 4.5 rating... I recommend that u guys go for the black ones... Becoz the cloth like texture will h...READ MORE,4
I love this product. Nd thank u so much for flipkart chip price i had to this Boat Rockerz 400 Bluetooth Headset nd bass ifect its Awsme nd Sound is also GoodREAD MORE,5
The boat rockerz headset is really awsome ..... The sound quality the bas everything is all ri8..... Nd ur flipcart service is also awesome in amravati..... The guy who come with delivery is a very good guy.... He deliverd my delivery on time...READ MORE,4
Sound quality jabardast but call for not bcz like dj sound in call  but music purpose very good like dj👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌batery like 10 hour super batery life 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌READ MORE,5
"I really like the sound and like the design, like the battery backup and it is a good product, no wastage of money.READ MORE",5
